KEGG_ID,Pathway,Ecs,num_Ecs,Superfamily
ec00232,Caffeine metabolism,1.14.13.128|1.14.13.178|1.14.13.179|1.14.14.1|1.17.3.2|1.17.5.2|1.7.3.3|2.1.1.158|2.1.1.159|2.1.1.160|2.3.1.5|3.2.2.25,12,Biosynthesis of other secondary metabolites
ec00231,Puromycin biosynthesis,2.1.1.38,1,Biosynthesis of other secondary metabolites
ec01062,Biosynthesis of terpenoids and steroids,2.5.1.32,1,Chemical structure transformation maps
ec00195,Photosynthesis,1.10.9.1|1.18.1.2|3.6.3.14,3,Energy metabolism
ec01100,Metabolic pathways,1.1.1.1|1.1.1.10|1.1.1.100|1.1.1.101|1.1.1.102|1.1.1.105|1.1.1.11|1.1.1.12|1.1.1.120|1.1.1.122|1.1.1.137|1.1.1.14|1.1.1.145|1.1.1.146|1.1.1.15|1.1.1.153|1.1.1.156|1.1.1.157|1.1.1.169|1.1.1.170|1.1.1.178|1.1.1.18|1.1.1.181|1.1.1.184|1.1.1.189|1.1.1.19|1.1.1.193|1.1.1.195|1.1.1.2|1.1.1.205|1.1.1.206|1.1.1.21|1.1.1.211|1.1.1.213|1.1.1.215|1.1.1.219|1.1.1.22|1.1.1.220|1.1.1.23|1.1.1.239|1.1.1.244|1.1.1.247|1.1.1.248|1.1.1.25|1.1.1.250|1.1.1.251|1.1.1.256|1.1.1.26|1.1.1.262|1.1.1.267|1.1.1.27|1.1.1.270|1.1.1.271|1.1.1.282|1.1.1.286|1.1.1.287|1.1.1.288|1.1.1.29|1.1.1.290|1.1.1.294|1.1.1.3|1.1.1.30|1.1.1.302|1.1.1.307|1.1.1.31|1.1.1.313|1.1.1.316|1.1.1.324|1.1.1.325|1.1.1.34|1.1.1.343|1.1.1.35|1.1.1.359|1.1.1.36|1.1.1.3601|1.1.1.363|1.1.1.365|1.1.1.368|1.1.1.37|1.1.1.372|1.1.1.380|1.1.1.39|1.1.1.40|1.1.1.404|1.1.1.405|1.1.1.41|1.1.1.42|1.1.1.43|1.1.1.44|1.1.1.45|1.1.1.46|1.1.1.48|1.1.1.49|1.1.1.50|1.1.1.51|1.1.1.53|1.1.1.56|1.1.1.57|1.1.1.58|1.1.1.59|1.1.1.6|1.1.1.60|1.1.1.61|1.1.1.62|1.1.1.64|1.1.1.65|1.1.1.79|1.1.1.81|1.1.1.82|1.1.1.85|1.1.1.86|1.1.1.87|1.1.1.9|1.1.1.90|1.1.1.95|1.1.2.3|1.1.2.7|1.1.2.8|1.1.3.13|1.1.3.15|1.1.3.17|1.1.3.23|1.1.3.4|1.1.3.41|1.1.3.5|1.1.3.8|1.1.5.4|1.1.5.5|1.1.5.8|1.1.5.9|1.1.98.6|1.1.99.1|1.1.99.14|1.1.99.3|1.1.99.7|1.10.2.2|1.10.3.1|1.10.3.3|1.11.1.15|1.11.1.20|1.11.1.7|1.11.1.8|1.12.98.1|1.12.98.2|1.13.11.1|1.13.11.11|1.13.11.12|1.13.11.19|1.13.11.2|1.13.11.20|1.13.11.25|1.13.11.27|1.13.11.3|1.13.11.33|1.13.11.34|1.13.11.37|1.13.11.39|1.13.11.4|1.13.11.5|1.13.11.51|1.13.11.52|1.13.11.53|1.13.11.54|1.13.11.56|1.13.11.59|1.13.11.6|1.13.11.63|1.13.11.79|1.14.11.11|1.14.11.12|1.14.11.14|1.14.11.15|1.14.11.2|1.14.11.26|1.14.11.31|1.14.11.32|1.14.11.9|1.14.12.10|1.14.12.12|1.14.12.14|1.14.12.15|1.14.12.18|1.14.12.22|1.14.12.7|1.14.13.1|1.14.13.108|1.14.13.109|1.14.13.11|1.14.13.113|1.14.13.12|1.14.13.122|1.14.13.142|1.14.13.152|1.14.13.168|1.14.13.178|1.14.13.179|1.14.13.2|1.14.13.20|1.14.13.21|1.14.13.236|1.14.13.25|1.14.13.30|1.14.13.33|1.14.13.36|1.14.13.37|1.14.13.39|1.14.13.50|1.14.13.55|1.14.13.56|1.14.13.57|1.14.13.69|1.14.13.7|1.14.13.70|1.14.13.71|1.14.13.74|1.14.13.77|1.14.13.78|1.14.13.79|1.14.13.81|1.14.13.83|1.14.13.84|1.14.13.9|1.14.14.1|1.14.14.11|1.14.14.12|1.14.14.14|1.14.14.16|1.14.14.17|1.14.14.18|1.14.14.19|1.14.14.23|1.14.14.24|1.14.14.32|1.14.14.47|1.14.14.54|1.14.15.15|1.14.15.16|1.14.15.18|1.14.15.20|1.14.15.21|1.14.15.22|1.14.15.26|1.14.15.3|1.14.15.4|1.14.15.5|1.14.15.6|1.14.15.9|1.14.16.1|1.14.16.2|1.14.16.4|1.14.17.1|1.14.17.4|1.14.18.1|1.14.18.3|1.14.18.5|1.14.18.8|1.14.18.9|1.14.19.17|1.14.19.20|1.14.19.3|1.14.19.41|1.14.19.54|1.14.20.1|1.14.20.4|1.14.20.5|1.14.20.6|1.14.21.1|1.14.21.2|1.14.21.4|1.14.99.1|1.14.99.19|1.14.99.37|1.14.99.45|1.14.99.46|1.16.1.4|1.16.1.5|1.16.1.6|1.16.8.1|1.17.1.10|1.17.1.4|1.17.1.8|1.17.1.9|1.17.3.2|1.17.4.1|1.17.4.2|1.17.7.1|1.17.7.2|1.17.7.3|1.17.7.4|1.17.98.3|1.17.99.1|1.17.99.2|1.17.99.3|1.18.1.2|1.18.6.1|1.19.6.1|1.2.1.10|1.2.1.11|1.2.1.12|1.2.1.13|1.2.1.16|1.2.1.17|1.2.1.18|1.2.1.19|1.2.1.24|1.2.1.27|1.2.1.28|1.2.1.29|1.2.1.3|1.2.1.31|1.2.1.36|1.2.1.38|1.2.1.39|1.2.1.4|1.2.1.41|1.2.1.44|1.2.1.46|1.2.1.5|1.2.1.54|1.2.1.59|1.2.1.63|1.2.1.65|1.2.1.7|1.2.1.70|1.2.1.71|1.2.1.72|1.2.1.74|1.2.1.75|1.2.1.76|1.2.1.79|1.2.1.8|1.2.1.82|1.2.1.85|1.2.1.87|1.2.1.88|1.2.1.89|1.2.1.9|1.2.1.90|1.2.1.95|1.2.1.99|1.2.3.1|1.2.3.14|1.2.3.3|1.2.3.5|1.2.3.8|1.2.4.1|1.2.4.2|1.2.4.4|1.2.7.1|1.2.7.11|1.2.7.12|1.2.7.3|1.2.7.5|1.2.7.6|1.2.7.7|1.2.99.8|1.21.1.2|1.21.3.1|1.21.3.3|1.21.99.5|1.23.5.1|1.3.1.1|1.3.1.10|1.3.1.104|1.3.1.106|1.3.1.12|1.3.1.13|1.3.1.14|1.3.1.19|1.3.1.2|1.3.1.21|1.3.1.22|1.3.1.24|1.3.1.25|1.3.1.29|1.3.1.3|1.3.1.32|1.3.1.33|1.3.1.38|1.3.1.42|1.3.1.43|1.3.1.44|1.3.1.49|1.3.1.53|1.3.1.54|1.3.1.56|1.3.1.64|1.3.1.66|1.3.1.67|1.3.1.68|1.3.1.70|1.3.1.71|1.3.1.72|1.3.1.75|1.3.1.76|1.3.1.78|1.3.1.8|1.3.1.83|1.3.1.9|1.3.1.95|1.3.1.98|1.3.2.3|1.3.3.12|1.3.3.15|1.3.3.3|1.3.3.4|1.3.3.6|1.3.3.9|1.3.5.1|1.3.5.2|1.3.5.3|1.3.5.4|1.3.5.5|1.3.5.6|1.3.7.13|1.3.7.7|1.3.7.8|1.3.7.9|1.3.8.1|1.3.8.3|1.3.8.4|1.3.8.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.98.1|1.3.98.3|1.3.99.12|1.3.99.26|1.3.99.27|1.3.99.28|1.3.99.29|1.3.99.30|1.3.99.31|1.3.99.4|1.3.99.6|1.4.1.1|1.4.1.13|1.4.1.14|1.4.1.16|1.4.1.18|1.4.1.2|1.4.1.20|1.4.1.21|1.4.1.23|1.4.1.3|1.4.1.4|1.4.1.9|1.4.2.1|1.4.3.10|1.4.3.14|1.4.3.16|1.4.3.19|1.4.3.2|1.4.3.21|1.4.3.22|1.4.3.3|1.4.3.4|1.4.3.5|1.4.4.2|1.4.9.2|1.4.99.6|1.5.1.1|1.5.1.10|1.5.1.15|1.5.1.18|1.5.1.2|1.5.1.20|1.5.1.21|1.5.1.27|1.5.1.3|1.5.1.30|1.5.1.34|1.5.1.36|1.5.1.37|1.5.1.38|1.5.1.39|1.5.1.41|1.5.1.42|1.5.1.43|1.5.1.45|1.5.1.5|1.5.1.7|1.5.1.8|1.5.1.9|1.5.3.1|1.5.3.12|1.5.3.14|1.5.3.7|1.5.5.2|1.5.5.3|1.5.7.1|1.5.8.3|1.5.8.4|1.5.98.1|1.5.98.2|1.5.99.3|1.5.99.6|1.6.1.1|1.6.1.2|1.6.5.3|1.6.5.4|1.6.5.7|1.6.99.3|1.7.1.13|1.7.3.3|1.8.1.12|1.8.1.2|1.8.1.3|1.8.1.4|1.8.2.1|1.8.3.1|1.8.4.8|1.8.5.1|1.8.5.6|1.8.7.1|1.8.7.3|1.8.98.1|1.8.98.4|1.8.98.5|1.8.98.6|1.8.99.2|1.8.99.5|1.9.3.1|2.1.1.1|2.1.1.10|2.1.1.104|2.1.1.107|2.1.1.11|2.1.1.114|2.1.1.116|2.1.1.119|2.1.1.120|2.1.1.122|2.1.1.128|2.1.1.13|2.1.1.130|2.1.1.131|2.1.1.132|2.1.1.133|2.1.1.14|2.1.1.140|2.1.1.148|2.1.1.151|2.1.1.152|2.1.1.158|2.1.1.159|2.1.1.160|2.1.1.163|2.1.1.17|2.1.1.195|2.1.1.197|2.1.1.2|2.1.1.201|2.1.1.210|2.1.1.222|2.1.1.271|2.1.1.272|2.1.1.28|2.1.1.289|2.1.1.295|2.1.1.37|2.1.1.4|2.1.1.41|2.1.1.45|2.1.1.5|2.1.1.53|2.1.1.6|2.1.1.64|2.1.1.68|2.1.1.71|2.1.1.86|2.1.1.95|2.1.2.1|2.1.2.10|2.1.2.11|2.1.2.2|2.1.2.3|2.1.2.4|2.1.2.5|2.1.2.7|2.1.3.2|2.1.3.3|2.1.3.9|2.1.4.1|2.10.1.1|2.2.1.1|2.2.1.2|2.2.1.6|2.2.1.7|2.2.1.9|2.3.1.1|2.3.1.101|2.3.1.105|2.3.1.109|2.3.1.117|2.3.1.12|2.3.1.121|2.3.1.129|2.3.1.133|2.3.1.15|2.3.1.150|2.3.1.157|2.3.1.158|2.3.1.16|2.3.1.164|2.3.1.166|2.3.1.167|2.3.1.168|2.3.1.17|2.3.1.175|2.3.1.176|2.3.1.178|2.3.1.179|2.3.1.180|2.3.1.181|2.3.1.182|2.3.1.184|2.3.1.19|2.3.1.191|2.3.1.20|2.3.1.24|2.3.1.241|2.3.1.243|2.3.1.30|2.3.1.31|2.3.1.35|2.3.1.37|2.3.1.39|2.3.1.41|2.3.1.46|2.3.1.47|2.3.1.5|2.3.1.50|2.3.1.51|2.3.1.54|2.3.1.57|2.3.1.61|2.3.1.63|2.3.1.65|2.3.1.67|2.3.1.74|2.3.1.78|2.3.1.8|2.3.1.85|2.3.1.86|2.3.1.87|2.3.1.89|2.3.1.9|2.3.2.16|2.3.2.17|2.3.2.18|2.3.2.2|2.3.3.1|2.3.3.10|2.3.3.13|2.3.3.14|2.3.3.3|2.3.3.8|2.3.3.9|2.4.1.1|2.4.1.10|2.4.1.101|2.4.1.102|2.4.1.109|2.4.1.11|2.4.1.115|2.4.1.117|2.4.1.12|2.4.1.122|2.4.1.13|2.4.1.131|2.4.1.132|2.4.1.133|2.4.1.134|2.4.1.135|2.4.1.14|2.4.1.141|2.4.1.142|2.4.1.143|2.4.1.144|2.4.1.145|2.4.1.147|2.4.1.148|2.4.1.149|2.4.1.15|2.4.1.150|2.4.1.152|2.4.1.155|2.4.1.159|2.4.1.17|2.4.1.174|2.4.1.175|2.4.1.18|2.4.1.182|2.4.1.20|2.4.1.201|2.4.1.206|2.4.1.21|2.4.1.214|2.4.1.22|2.4.1.223|2.4.1.224|2.4.1.225|2.4.1.226|2.4.1.227|2.4.1.228|2.4.1.232|2.4.1.241|2.4.1.242|2.4.1.244|2.4.1.245|2.4.1.25|2.4.1.256|2.4.1.257|2.4.1.258|2.4.1.259|2.4.1.260|2.4.1.261|2.4.1.263|2.4.1.265|2.4.1.267|2.4.1.274|2.4.1.275|2.4.1.29|2.4.1.312|2.4.1.313|2.4.1.315|2.4.1.336|2.4.1.337|2.4.1.342|2.4.1.37|2.4.1.38|2.4.1.40|2.4.1.41|2.4.1.44|2.4.1.46|2.4.1.47|2.4.1.56|2.4.1.58|2.4.1.62|2.4.1.64|2.4.1.65|2.4.1.68|2.4.1.69|2.4.1.79|2.4.1.8|2.4.1.80|2.4.1.83|2.4.1.86|2.4.1.87|2.4.1.88|2.4.1.91|2.4.1.92|2.4.2.1|2.4.2.10|2.4.2.12|2.4.2.14|2.4.2.15|2.4.2.17|2.4.2.18|2.4.2.19|2.4.2.2|2.4.2.21|2.4.2.22|2.4.2.24|2.4.2.26|2.4.2.28|2.4.2.3|2.4.2.38|2.4.2.4|2.4.2.44|2.4.2.59|2.4.2.6|2.4.2.60|2.4.2.7|2.4.2.8|2.4.2.9|2.4.99.1|2.4.99.12|2.4.99.13|2.4.99.16|2.4.99.18|2.4.99.3|2.4.99.4|2.4.99.6|2.4.99.7|2.4.99.8|2.4.99.9|2.5.1.1|2.5.1.10|2.5.1.112|2.5.1.115|2.5.1.134|2.5.1.141|2.5.1.15|2.5.1.16|2.5.1.17|2.5.1.19|2.5.1.21|2.5.1.22|2.5.1.26|2.5.1.29|2.5.1.3|2.5.1.32|2.5.1.39|2.5.1.47|2.5.1.48|2.5.1.49|2.5.1.54|2.5.1.55|2.5.1.56|2.5.1.57|2.5.1.6|2.5.1.61|2.5.1.62|2.5.1.65|2.5.1.7|2.5.1.74|2.5.1.75|2.5.1.78|2.5.1.9|2.6.1.1|2.6.1.105|2.6.1.11|2.6.1.113|2.6.1.12|2.6.1.13|2.6.1.16|2.6.1.17|2.6.1.18|2.6.1.19|2.6.1.2|2.6.1.21|2.6.1.27|2.6.1.29|2.6.1.3|2.6.1.36|2.6.1.37|2.6.1.39|2.6.1.4|2.6.1.42|2.6.1.44|2.6.1.45|2.6.1.5|2.6.1.51|2.6.1.52|2.6.1.55|2.6.1.57|2.6.1.58|2.6.1.6|2.6.1.62|2.6.1.66|2.6.1.7|2.6.1.76|2.6.1.77|2.6.1.78|2.6.1.79|2.6.1.81|2.6.1.82|2.6.1.83|2.6.1.84|2.6.1.9|2.6.1.96|2.6.1.99|2.6.99.2|2.7.1.1|2.7.1.100|2.7.1.107|2.7.1.108|2.7.1.11|2.7.1.113|2.7.1.12|2.7.1.121|2.7.1.127|2.7.1.13|2.7.1.130|2.7.1.137|2.7.1.140|2.7.1.144|2.7.1.146|2.7.1.147|2.7.1.148|2.7.1.154|2.7.1.156|2.7.1.158|2.7.1.159|2.7.1.16|2.7.1.161|2.7.1.165|2.7.1.167|2.7.1.169|2.7.1.17|2.7.1.173|2.7.1.174|2.7.1.175|2.7.1.178|2.7.1.183|2.7.1.19|2.7.1.191|2.7.1.194|2.7.1.2|2.7.1.20|2.7.1.200|2.7.1.202|2.7.1.207|2.7.1.21|2.7.1.22|2.7.1.221|2.7.1.23|2.7.1.24|2.7.1.25|2.7.1.26|2.7.1.29|2.7.1.3|2.7.1.30|2.7.1.31|2.7.1.32|2.7.1.33|2.7.1.35|2.7.1.36|2.7.1.39|2.7.1.4|2.7.1.40|2.7.1.42|2.7.1.43|2.7.1.45|2.7.1.46|2.7.1.47|2.7.1.48|2.7.1.49|2.7.1.50|2.7.1.52|2.7.1.58|2.7.1.59|2.7.1.6|2.7.1.60|2.7.1.63|2.7.1.64|2.7.1.67|2.7.1.68|2.7.1.7|2.7.1.71|2.7.1.74|2.7.1.76|2.7.1.8|2.7.1.81|2.7.1.82|2.7.1.89|2.7.1.90|2.7.1.91|2.7.1.92|2.7.1.94|2.7.2.1|2.7.2.11|2.7.2.12|2.7.2.15|2.7.2.2|2.7.2.3|2.7.2.4|2.7.2.7|2.7.2.8|2.7.3.2|2.7.4.11|2.7.4.14|2.7.4.15|2.7.4.16|2.7.4.2|2.7.4.22|2.7.4.25|2.7.4.3|2.7.4.6|2.7.4.7|2.7.4.8|2.7.4.9|2.7.6.1|2.7.6.2|2.7.6.3|2.7.7.1|2.7.7.10|2.7.7.12|2.7.7.13|2.7.7.14|2.7.7.15|2.7.7.18|2.7.7.2|2.7.7.22|2.7.7.23|2.7.7.27|2.7.7.3|2.7.7.30|2.7.7.33|2.7.7.34|2.7.7.38|2.7.7.4|2.7.7.40|2.7.7.41|2.7.7.43|2.7.7.44|2.7.7.5|2.7.7.6|2.7.7.60|2.7.7.62|2.7.7.64|2.7.7.69|2.7.7.7|2.7.7.70|2.7.7.73|2.7.7.75|2.7.7.77|2.7.7.9|2.7.7.99|2.7.8.1|2.7.8.11|2.7.8.13|2.7.8.15|2.7.8.2|2.7.8.20|2.7.8.22|2.7.8.26|2.7.8.27|2.7.8.29|2.7.8.3|2.7.8.41|2.7.8.5|2.7.8.8|2.7.9.1|2.7.9.2|2.7.9.3|2.8.1.10|2.8.1.12|2.8.1.2|2.8.1.4|2.8.1.6|2.8.1.7|2.8.1.8|2.8.2.11|2.8.3.1|2.8.3.11|2.8.3.15|2.8.3.18|2.8.3.2|2.8.3.6|2.8.3.8|2.8.4.1|3.1.1.11|3.1.1.14|3.1.1.15|3.1.1.17|3.1.1.19|3.1.1.2|3.1.1.23|3.1.1.24|3.1.1.25|3.1.1.3|3.1.1.31|3.1.1.32|3.1.1.4|3.1.1.45|3.1.1.47|3.1.1.84|3.1.1.85|3.1.2.10|3.1.2.14|3.1.2.21|3.1.2.22|3.1.2.23|3.1.2.27|3.1.2.28|3.1.2.4|3.1.3.1|3.1.3.100|3.1.3.102|3.1.3.104|3.1.3.11|3.1.3.12|3.1.3.15|3.1.3.18|3.1.3.2|3.1.3.21|3.1.3.24|3.1.3.25|3.1.3.27|3.1.3.29|3.1.3.3|3.1.3.36|3.1.3.37|3.1.3.4|3.1.3.45|3.1.3.5|3.1.3.51|3.1.3.56|3.1.3.57|3.1.3.59|3.1.3.64|3.1.3.66|3.1.3.7|3.1.3.73|3.1.3.74|3.1.3.75|3.1.3.77|3.1.3.80|3.1.3.82|3.1.3.87|3.1.3.89|3.1.3.9|3.1.3.93|3.1.3.99|3.1.4.11|3.1.4.12|3.1.4.3|3.1.4.4|3.1.4.48|3.1.4.50|3.1.4.56|3.1.6.12|3.1.6.13|3.1.6.14|3.1.6.18|3.1.6.4|3.1.7.11|3.1.7.3|3.10.1.1|3.11.1.1|3.2.1.1|3.2.1.10|3.2.1.103|3.2.1.105|3.2.1.106|3.2.1.108|3.2.1.113|3.2.1.114|3.2.1.132|3.2.1.133|3.2.1.14|3.2.1.141|3.2.1.15|3.2.1.165|3.2.1.166|3.2.1.2|3.2.1.20|3.2.1.21|3.2.1.22|3.2.1.23|3.2.1.26|3.2.1.28|3.2.1.3|3.2.1.31|3.2.1.35|3.2.1.37|3.2.1.4|3.2.1.45|3.2.1.46|3.2.1.48|3.2.1.49|3.2.1.50|3.2.1.52|3.2.1.67|3.2.1.68|3.2.1.74|3.2.1.76|3.2.1.84|3.2.1.85|3.2.1.91|3.2.2.1|3.2.2.12|3.2.2.16|3.2.2.25|3.2.2.5|3.2.2.6|3.2.2.8|3.2.2.9|3.3.1.1|3.3.2.10|3.3.2.6|3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.18|3.4.13.20|3.4.17.21|3.4.19.13|3.4.19.14|3.5.1.1|3.5.1.102|3.5.1.108|3.5.1.110|3.5.1.116|3.5.1.12|3.5.1.125|3.5.1.14|3.5.1.15|3.5.1.16|3.5.1.18|3.5.1.19|3.5.1.2|3.5.1.22|3.5.1.23|3.5.1.24|3.5.1.35|3.5.1.38|3.5.1.41|3.5.1.47|3.5.1.5|3.5.1.53|3.5.1.54|3.5.1.59|3.5.1.6|3.5.1.62|3.5.1.63|3.5.1.78|3.5.1.84|3.5.1.89|3.5.1.9|3.5.1.90|3.5.1.94|3.5.1.96|3.5.2.14|3.5.2.15|3.5.2.17|3.5.2.2|3.5.2.3|3.5.2.5|3.5.2.7|3.5.2.9|3.5.3.1|3.5.3.10|3.5.3.11|3.5.3.12|3.5.3.23|3.5.3.3|3.5.3.4|3.5.3.6|3.5.3.7|3.5.3.8|3.5.4.1|3.5.4.10|3.5.4.12|3.5.4.13|3.5.4.16|3.5.4.19|3.5.4.2|3.5.4.21|3.5.4.25|3.5.4.26|3.5.4.27|3.5.4.29|3.5.4.3|3.5.4.31|3.5.4.39|3.5.4.4|3.5.4.42|3.5.4.43|3.5.4.44|3.5.4.5|3.5.4.6|3.5.4.9|3.5.5.4|3.5.99.2|3.5.99.6|3.6.1.12|3.6.1.15|3.6.1.18|3.6.1.21|3.6.1.22|3.6.1.23|3.6.1.28|3.6.1.31|3.6.1.54|3.6.1.67|3.6.1.9|3.6.2.1|3.6.3.14|3.7.1.12|3.7.1.13|3.7.1.2|3.7.1.20|3.7.1.21|3.7.1.22|3.7.1.3|3.7.1.5|3.7.1.8|3.7.1.9|3.8.1.2|3.8.1.3|3.8.1.5|3.8.1.7|3.8.1.8|4.1.1.1|4.1.1.105|4.1.1.11|4.1.1.12|4.1.1.15|4.1.1.17|4.1.1.18|4.1.1.19|4.1.1.2|4.1.1.20|4.1.1.21|4.1.1.22|4.1.1.23|4.1.1.25|4.1.1.28|4.1.1.29|4.1.1.3|4.1.1.31|4.1.1.32|4.1.1.33|4.1.1.34|4.1.1.35|4.1.1.36|4.1.1.37|4.1.1.38|4.1.1.39|4.1.1.4|4.1.1.43|4.1.1.44|4.1.1.45|4.1.1.47|4.1.1.48|4.1.1.49|4.1.1.50|4.1.1.55|4.1.1.65|4.1.1.67|4.1.1.74|4.1.1.75|4.1.1.77|4.1.1.8|4.1.1.82|4.1.1.85|4.1.1.9|4.1.1.96|4.1.1.97|4.1.1.98|4.1.2.13|4.1.2.14|4.1.2.20|4.1.2.21|4.1.2.25|4.1.2.27|4.1.2.29|4.1.2.40|4.1.2.43|4.1.2.45|4.1.2.48|4.1.2.49|4.1.2.50|4.1.2.51|4.1.2.54|4.1.2.55|4.1.2.60|4.1.2.9|4.1.3.1|4.1.3.16|4.1.3.25|4.1.3.27|4.1.3.34|4.1.3.36|4.1.3.39|4.1.3.4|4.1.3.40|4.1.3.43|4.1.99.11|4.1.99.12|4.1.99.17|4.1.99.19|4.1.99.22|4.2.1.10|4.2.1.100|4.2.1.101|4.2.1.107|4.2.1.108|4.2.1.109|4.2.1.11|4.2.1.113|4.2.1.114|4.2.1.12|4.2.1.120|4.2.1.126|4.2.1.131|4.2.1.132|4.2.1.140|4.2.1.146|4.2.1.160|4.2.1.17|4.2.1.18|4.2.1.19|4.2.1.2|4.2.1.20|4.2.1.22|4.2.1.24|4.2.1.25|4.2.1.3|4.2.1.33|4.2.1.34|4.2.1.35|4.2.1.36|4.2.1.39|4.2.1.40|4.2.1.41|4.2.1.43|4.2.1.44|4.2.1.47|4.2.1.49|4.2.1.51|4.2.1.54|4.2.1.59|4.2.1.6|4.2.1.65|4.2.1.7|4.2.1.74|4.2.1.75|4.2.1.78|4.2.1.8|4.2.1.80|4.2.1.9|4.2.1.91|4.2.1.92|4.2.1.96|4.2.3.1|4.2.3.108|4.2.3.11|4.2.3.111|4.2.3.116|4.2.3.117|4.2.3.119|4.2.3.12|4.2.3.13|4.2.3.134|4.2.3.16|4.2.3.17|4.2.3.18|4.2.3.19|4.2.3.2|4.2.3.20|4.2.3.22|4.2.3.38|4.2.3.4|4.2.3.5|4.2.3.8|4.2.3.9|4.2.99.20|4.3.1.1|4.3.1.17|4.3.1.19|4.3.1.2|4.3.1.24|4.3.1.25|4.3.1.3|4.3.1.4|4.3.1.7|4.3.2.1|4.3.2.2|4.3.2.3|4.3.2.7|4.3.2.9|4.3.3.2|4.3.3.3|4.3.3.7|4.3.99.3|4.4.1.1|4.4.1.10|4.4.1.14|4.4.1.16|4.4.1.20|4.4.1.21|4.4.1.8|4.4.1.9|4.6.1.12|4.6.1.17|4.99.1.1|4.99.1.3|4.99.1.4|4.99.1.9|5.1.1.1|5.1.1.10|5.1.1.17|5.1.1.18|5.1.1.3|5.1.1.4|5.1.1.7|5.1.1.9|5.1.2.7|5.1.3.1|5.1.3.12|5.1.3.14|5.1.3.15|5.1.3.17|5.1.3.18|5.1.3.19|5.1.3.2|5.1.3.20|5.1.3.22|5.1.3.3|5.1.3.4|5.1.3.5|5.1.3.6|5.1.3.7|5.1.99.1|5.1.99.4|5.2.1.10|5.2.1.12|5.2.1.13|5.2.1.2|5.2.1.4|5.3.1.1|5.3.1.12|5.3.1.13|5.3.1.16|5.3.1.22|5.3.1.23|5.3.1.24|5.3.1.26|5.3.1.27|5.3.1.28|5.3.1.30|5.3.1.4|5.3.1.5|5.3.1.6|5.3.1.7|5.3.1.8|5.3.1.9|5.3.2.5|5.3.2.6|5.3.3.1|5.3.3.12|5.3.3.2|5.3.3.4|5.3.3.5|5.3.99.10|5.3.99.2|5.3.99.3|5.3.99.4|5.3.99.5|5.3.99.6|5.3.99.7|5.3.99.9|5.4.2.10|5.4.2.11|5.4.2.12|5.4.2.2|5.4.2.3|5.4.2.4|5.4.2.8|5.4.2.9|5.4.3.8|5.4.4.2|5.4.99.1|5.4.99.15|5.4.99.16|5.4.99.18|5.4.99.2|5.4.99