,kingdom,phylum,class,order,family,genus,species,list_form
1,Archaea,,,,,,Candidatus Pacearchaeota archaeon CG1_02_32_132,"['Archaea', 'Candidatus Pacearchaeota archaeon CG1_02_32_132']"
2,Archaea,,,,,,Candidatus Pacearchaeota archaeon CG1_02_39_14,"['Archaea', 'Candidatus Pacearchaeota archaeon CG1_02_39_14']"
3,Archaea,Euryarchaeota,,,,,uncultured marine group II/III euryarchaeote KM3_87_G01,"['Archaea', 'Euryarchaeota', 'uncultured marine group II/III euryarchaeote KM3_87_G01']"
4,Bacteria,,,,,,,['Bacteria']
5,Bacteria,,,,,,bacterium F082,"['Bacteria', 'bacterium F082']"
6,Bacteria,,,,,,bacterium P201,"['Bacteria', 'bacterium P201']"
7,Bacteria,,,,,,uncultured bacterium,"['Bacteria', 'uncultured bacterium']"
8,Bacteria,Acidobacteria,,,,,,"['Bacteria', 'Acidobacteria']"
9,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium Mor1,"['Bacteria', 'Acidobacteria', 'Acidobacteria bacterium Mor1']"
10,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium RIFCSPLOWO2_12_FULL_60_22,"['Bacteria', 'Acidobacteria', 'Acidobacteria bacterium RIFCSPLOWO2_12_FULL_60_22']"
11,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Microthrixaceae,Candidatus Microthrix,Candidatus Microthrix parvicella,"['Bacteria', 'Actinobacteria', 'Acidimicrobiia', 'Acidimicrobiales', 'Microthrixaceae', 'Candidatus Microthrix', 'Candidatus Microthrix parvicella']"
12,Bacteria,Actinobacteria,Actinobacteria,,,,,"['Bacteria', 'Actinobacteria', 'Actinobacteria']"
13,Bacteria,Actinobacteria,Actinobacteria,,,,Actinobacteria bacterium 66_15,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Actinobacteria bacterium 66_15']"
14,Bacteria,Actinobacteria,Actinobacteria,,,,Actinobacteria bacterium BACL15 MAG-120619-bin91,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Actinobacteria bacterium BACL15 MAG-120619-bin91']"
15,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces']"
16,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces odontolyticus,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces odontolyticus']"
17,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces urogenitalis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Actinomycetales', 'Actinomycetaceae', 'Actinomyces', 'Actinomyces urogenitalis']"
18,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum cambriense,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Actinomycetales', 'Actinomycetaceae', 'Varibaculum', 'Varibaculum cambriense']"
19,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Bifidobacteriales', 'Bifidobacteriaceae', 'Bifidobacterium', 'Bifidobacterium longum']"
20,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Corynebacteriaceae', 'Corynebacterium']"
21,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glyciniphilum,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Corynebacteriaceae', 'Corynebacterium', 'Corynebacterium glyciniphilum']"
22,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Corynebacteriaceae', 'Corynebacterium', 'Corynebacterium kroppenstedtii']"
23,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium matruchotii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Corynebacteriaceae', 'Corynebacterium', 'Corynebacterium matruchotii']"
24,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Mycobacteriaceae', 'Mycobacterium', 'Mycobacterium tuberculosis']"
25,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus qingshengii,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Corynebacteriales', 'Nocardiaceae', 'Rhodococcus', 'Rhodococcus qingshengii']"
26,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,Glycomyces arizonensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Glycomycetales', 'Glycomycetaceae', 'Glycomyces', 'Glycomyces arizonensis']"
27,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,,,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales']"
28,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium casei,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Brevibacteriaceae', 'Brevibacterium', 'Brevibacterium casei']"
29,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas timonensis,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Cellulomonadaceae', 'Cellulomonas', 'Cellulomonas timonensis']"
30,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium faecium,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Dermabacteraceae', 'Brachybacterium', 'Brachybacterium faecium']"
31,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Microbacteriaceae', 'Microbacterium']"
32,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Yonghaparkia,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Microbacteriaceae', 'Yonghaparkia']"
33,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Micrococcaceae']"
34,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Micrococcaceae', 'Kocuria']"
35,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria palustris,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Micrococcaceae', 'Kocuria', 'Kocuria palustris']"
36,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Micrococcaceae', 'Micrococcus']"
37,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micrococcales', 'Micrococcaceae', 'Rothia']"
38,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Micromonosporales', 'Micromonosporaceae', 'Actinoplanes']"
39,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,,,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Propionibacteriales']"
40,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides alpinus,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Propionibacteriales', 'Nocardioidaceae', 'Nocardioides', 'Nocardioides alpinus']"
41,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Propionibacteriales', 'Propionibacteriaceae']"
42,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Propionibacteriales', 'Propionibacteriaceae', 'Cutibacterium', 'Cutibacterium acnes']"
43,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,[Propionibacterium] namnetense,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Propionibacteriales', 'Propionibacteriaceae', 'Cutibacterium', '[Propionibacterium] namnetense']"
44,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Propionibacteriales', 'Propionibacteriaceae', 'Propionibacterium']"
45,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Streptomycetales', 'Streptomycetaceae', 'Streptomyces']"
46,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis salina,"['Bacteria', 'Actinobacteria', 'Actinobacteria', 'Streptosporangiales', 'Nocardiopsaceae', 'Nocardiopsis', 'Nocardiopsis salina']"
47,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei,"['Bacteria', 'Actinobacteria', 'Thermoleophilia', 'Solirubrobacterales', 'Conexibacteraceae', 'Conexibacter', 'Conexibacter woesei']"
48,Bacteria,Bacteroidetes,,,,,,"['Bacteria', 'Bacteroidetes']"
49,Bacteria,Bacteroidetes,Bacteroidia,,,,,"['Bacteria', 'Bacteroidetes', 'Bacteroidia']"
50,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales']"
51,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium Barb4,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidales bacterium Barb4']"
52,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium Barb7,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidales bacterium Barb7']"
53,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides']"
54,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides caccae']"
55,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides fragilis']"
56,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides intestinalis']"
57,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides ovatus']"
58,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 2_1_33B,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides sp. 2_1_33B']"
59,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CAG:927,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides sp. CAG:927']"
60,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides stercoris']"
61,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides vulgatus']"
62,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'Bacteroides xylanisolvens']"
63,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured Bacteroides sp.,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Bacteroidaceae', 'Bacteroides', 'uncultured Bacteroides sp.']"
64,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Barnesiellaceae', 'Barnesiella', 'Barnesiella intestinihominis']"
65,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Odoribacteraceae', 'Odoribacter']"
66,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Porphyromonadaceae']"
67,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,Porphyromonadaceae bacterium COT-184 OH4590,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Porphyromonadaceae', 'Porphyromonadaceae bacterium COT-184 OH4590']"
68,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas cangingivalis,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Porphyromonadaceae', 'Porphyromonas', 'Porphyromonas cangingivalis']"
69,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas crevioricanis,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Porphyromonadaceae', 'Porphyromonas', 'Porphyromonas crevioricanis']"
70,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Porphyromonadaceae', 'Porphyromonas', 'Porphyromonas gingivalis']"
71,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella clara,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Prevotellaceae', 'Paraprevotella', 'Paraprevotella clara']"
72,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Prevotellaceae', 'Prevotella']"
73,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella amnii,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Prevotellaceae', 'Prevotella', 'Prevotella amnii']"
74,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Prevotellaceae', 'Prevotella', 'Prevotella copri']"
75,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:873,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Prevotellaceae', 'Prevotella', 'Prevotella sp. CAG:873']"
76,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 472,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Prevotellaceae', 'Prevotella', 'Prevotella sp. oral taxon 472']"
77,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,,,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Tannerellaceae']"
78,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Tannerellaceae', 'Parabacteroides']"
79,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides chinchillae,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Tannerellaceae', 'Parabacteroides', 'Parabacteroides chinchillae']"
80,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Tannerellaceae', 'Parabacteroides', 'Parabacteroides distasonis']"
81,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Tannerellaceae', 'Parabacteroides', 'Parabacteroides goldsteinii']"
82,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Tannerellaceae', 'Parabacteroides', 'Parabacteroides merdae']"
83,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. 2_1_7,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Tannerellaceae', 'Parabacteroides', 'Parabacteroides sp. 2_1_7']"
84,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. ASF519,"['Bacteria', 'Bacteroidetes', 'Bacteroidia', 'Bacteroidales', 'Tannerellaceae', 'Parabacteroides', 'Parabacteroides sp. ASF519']"
